ul,Chi-Squared,SSD,Reg_Slope,Reg_Intercept,Z-Test_1,Z-Test_2,Z-Test_3,Z-Test_4,Z-Test_5,Z-Test_6,Z-Test_7,Z-Test_8,Z-Test_9
2,124731.48777459441,0.43362169530297906,2.348139571505662,-0.14979328564507355,138.012742672358,267.88913696150297,119.48460290389876,103.58488886714342,92.72496171228974,84.69918561426292,78.45472248049751,73.41636365784953,69.23955374385817
3,189618.1784056713,0.5477887797914502,1.407002899099568,-0.04522254428884087,97.67489703699025,415.6999481148154,35.59924155681646,101.78634908308749,92.72496170221872,84.69918560518401,78.4547224721677,73.41636365011068,69.23955373660068
4,137589.48958124538,0.4408529552237972,0.8818847472813899,0.01312391700206779,144.31626229396556,189.95070386232095,270.5155666740076,6.169065346186562,87.5244246402585,84.63562686250545,78.4547224638379,73.41636364237182,69.2395537293432
5,116378.16907692738,0.3978000918811707,0.5069518228199217,0.0547831308200087,162.10766229779543,52.556198900293275,245.2058572624108,156.04362053913113,18.6753581257752,75.91765970900464,78.01860091196484,73.41636363850239,69.23955372571444
6,100087.18489090042,0.3710850019134933,0.22340066026573496,0.08628881552602945,172.76732155205707,12.806830922822819,154.69784111603346,198.49231458948492,95.5224857429115,22.480308202910336,66.50086177956358,72.28585440558494,69.13258710643821
7,90860.5836718534,0.358101745437432,-0.00033229532416594574,0.1111480328137962,178.84675994320577,51.780338972928725,82.01681422337624,171.96662447425769,155.79673217141107,57.928366105563136,24.04895858697355,59.72335474192614,66.9890706011995
8,82968.62057944832,0.3480911044980931,-0.16964864978092825,0.1299609610867698,181.4396348899171,74.57634064723838,31.83318164766221,125.30447462145081,156.71864655615713,118.71614452411352,36.69025467560712,24.640102757184863,53.11352483921494
9,77711.63034280184,0.337001983924976,-0.26304377812793456,0.1403381975697705,176.6639002399491,89.82929067770377,2.6050975563303944,84.16374455448538,137.41560451564288,136.25122891925298,86.94681854586109,21.74262629990199,24.199543431627568
10,70982.35423649132,0.31389172084050393,-0.24906998644832784,0.13878555404981419,159.4211107362859,99.17810880154164,25.630411609447087,49.033157422329786,107.26699281304182,130.89527412921925,111.37034821062534,64.03904321845008,14.598708258063574
11,65342.406645277355,0.2836573440862664,-0.1437615408270191,0.12708461564744655,130.58309607568273,106.26141762948694,43.37400032763841,19.098814661072034,77.09000450982629,115.68380395098959,118.19568394520216,93.87404148434305,52.76147921814946
12,57675.11418616734,0.2487376460436267,0.0462013314028606,0.10597762984412659,92.1451940331184,112.69101341670745,54.63827976227055,-0.003593424256513569,53.46927939898354,94.83930343467853,110.49540789643163,104.22295098978282,78.1282447746314
13,50528.79667475312,0.21835391730132314,0.2957697549430708,0.07824780500632547,46.24279649413549,116.5849388768921,65.65839614457653,16.377612488013078,30.275738643428994,73.1381144367349,98.46986102601402,106.06522285854524,92.5322031829596
14,44763.32608858207,0.20434272646265794,0.5551770481351119,0.049424772429432,1.2665129446862717,119.33717609197289,71.96941272472925,29.98315124151274,13.145952019449338,54.557633262978264,84.14575309504953,100.17998089930092,94.6518483786759
15,41238.21712772842,0.2097855220970935,0.8127336014402214,0.02080737761775317,42.16658018002389,121.78921972952864,77.42827405743782,38.084971445255945,0.463390973026454,37.063122942821515,69.5720325013004,86.62580386518223,92.98812468675101
16,41081.01424278843,0.23005895754586136,1.0490619052952674,-0.005451322810585274,81.08904208792957,121.611019223774,82.24316377802157,47.660011556673005,12.0942951408297,23.854967408433914,53.640736739923504,74.97406473359203,89.32769426741946
17,42718.118062310445,0.258354373888052,1.2716588480622186,-0.030184316451357635,116.98560723914579,121.13069688365118,86.63061330961212,52.076745688473466,22.46673106700339,9.699330891329684,40.20291989027224,63.85351661473505,79.93764023787341
18,45631.74763233955,0.28508785992633573,1.4484717721867342,-0.04983019690963714,144.88803214058387,118.82563585382059,90.65753454100131,58.25221053980458,28.60860010312419,0.04203932894390194,31.446843884387203,53.14809763603927,70.16798508146498
19,48197.08758801783,0.308494685596494,1.6191235646550637,-0.06879150718389596,169.5560946476608,112.45488181795129,92.28733837931952,62.51254239700074,36.03119966657213,7.913763960003431,17.479921091904238,39.74167902959727,61.89406981142726
